+====================+===================+========================================================================================================================================================================================+
| Launch Setup Clock | Launch Hold Clock | Pin                                                                                                                                                                                    |
+====================+===================+========================================================================================================================================================================================+
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[556].i_in_flight_cnt/counter_q_reg[2]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[556].i_in_flight_cnt/counter_q_reg[1]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[43].i_in_flight_cnt/counter_q_reg[2]/D   |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[800].i_in_flight_cnt/counter_q_reg[3]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[7].i_in_flight_cnt/counter_q_reg[3]/D    |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[545].i_in_flight_cnt/counter_q_reg[5]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[1582].i_in_flight_cnt/counter_q_reg[2]/D |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[1582].i_in_flight_cnt/counter_q_reg[1]/D |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[520].i_in_flight_cnt/counter_q_reg[5]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[522].i_in_flight_cnt/counter_q_reg[2]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[522].i_in_flight_cnt/counter_q_reg[1]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[1582].i_in_flight_cnt/counter_q_reg[3]/D |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[800].i_in_flight_cnt/counter_q_reg[2]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/i_axi_demux/i_demux_simple/gen_ar_id_counter.i_ar_id_counter/gen_counters[800].i_in_flight_cnt/counter_q_reg[1]/D  |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/gen_read_upsizer[7].r_req_q_reg[ar][addr][17]/D                                                                    |
| mmcm_clkout0_1     | mmcm_clkout0_1    | i_dram_wrapper_lo/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/gen_read_upsizer[13].r_req_q_reg[ar][burst][0]/D                                                                   |
| mmcm_clkout0       | mmcm_clkout0      | i_dram_wrapper_hi/gen_ddr4_1.i_dram/inst/u_ddr4_mem_intfc/u_ddr_mc/bgr[2].u_ddr_mc_group/txn_fifo_output_reg[27]/D                                                                     |
| mmcm_clkout0       | mmcm_clkout0      | i_dram_wrapper_hi/gen_ddr4_1.i_dram/inst/u_ddr4_mem_intfc/u_ddr_cal_top/u_ddr_mc_pi/rdEn[0].u_ddr_mc_rd_en_low/rdEn_reg[21]/D                                                          |
| mmcm_clkout0       | mmcm_clkout0      | i_dram_wrapper_hi/gen_ddr4_1.i_dram/inst/u_ddr4_mem_intfc/u_ddr_cal_top/u_ddr_mc_pi/rdEn[0].u_ddr_mc_rd_en_low/rdEn_reg[23]/D                                                          |
| mmcm_clkout0       | mmcm_clkout0      | i_dram_wrapper_hi/i_axi_dw_converter/gen_dw_upsize.i_axi_dw_upsizer/gen_read_upsizer[0].r_state_q_reg[1]_inv/D                                                                         |
+--------------------+-------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
